Account,Txn Date,Value Date,Description,Ref/Cheque No.,Merchant,MCC,Category,Channel,Debit,Credit,Balance
XXXX-XXXX-9876,2022-06-15,2022-06-15,POS DR/BPCL FUEL PUMP/DELHI,POS125434,BPCL,5541,Transport,POS,1200.00,,990721.65
XXXX-XXXX-9876,2022-06-28,2022-06-28,POS DR/HPCL FUEL PUMP/DELHI,POS598271,HPCL,5541,Transport,POS,1200.00,,989521.65
XXXX-XXXX-9876,2022-06-21,2022-06-21,POS DR/SWIGGY/FOOD ORDER,POS928164,Swiggy,5814,Dining,POS,750.00,,988771.65
XXXX-XXXX-9876,2022-06-30,2022-06-30,POS DR/SWIGGY/FOOD ORDER,POS550822,Swiggy,5814,Dining,POS,620.00,,988151.65
XXXX-XXXX-9876,2022-06-18,2022-06-18,UPI CR/***@oksbi/Refund,UPI954379,,,Refund,UPI,,2500.00,990651.65
XXXX-XXXX-9876,2022-06-10,2022-06-10,SI POS/NETFLIX.COM/Subscriptions,SI27394,,,Subscriptions,SI,649.00,,990002.65
XXXX-XXXX-9876,2022-06-11,2022-06-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI620660,,,Telecom,UPI,399.00,,989603.65
XXXX-XXXX-9876,2022-06-25,2022-06-25,UPI DR/OLA CABS/***@okicici,UPI874360,Ola,4121,Transport,UPI,540.00,,989063.65
XXXX-XXXX-9876,2022-06-27,2022-06-27,INT CR/SB INTEREST,INT29833,,,Interest,AUTO,,45.75,989109.40
XXXX-XXXX-9876,2022-07-01,2022-07-01,NEFT CR/Salary CREDIT/JUL 2022,NEFT2207S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1073474.20
XXXX-XXXX-9876,2022-07-03,2022-07-03,IMPS DR/RENT/HOME OWNER,IMPS736752,,,Housing,IMPS,23000.00,,1050474.20
XXXX-XXXX-9876,2022-07-07,2022-07-07,ELECTRICITY BILL/NDPL/ONLINE,EB40951,,,Utilities,NET,1850.00,,1048624.20
XXXX-XXXX-9876,2022-07-08,2022-07-08,WATER BILL/DJB/ONLINE,WB51883,,,Utilities,NET,520.00,,1048104.20
XXXX-XXXX-9876,2022-07-14,2022-07-14,CC Payment HDFC Regalia XXXX-4321,NACH921908,,,Debt Payment,NACH,15000.00,,1033104.20
XXXX-XXXX-9876,2022-07-10,2022-07-10,POS DR/BIGBASKET/DELHI,POS182853,BigBasket,5411,Groceries,POS,1890.00,,1031214.20
XXXX-XXXX-9876,2022-07-17,2022-07-17,POS DR/BIGBASKET/DELHI,POS306896,BigBasket,5411,Groceries,POS,1890.00,,1029324.20
XXXX-XXXX-9876,2022-07-24,2022-07-24,POS DR/BIGBASKET/DELHI,POS889457,BigBasket,5411,Groceries,POS,1725.00,,1027599.20
XXXX-XXXX-9876,2022-07-31,2022-07-31,POS DR/BIGBASKET/DELHI,POS359320,BigBasket,5411,Groceries,POS,1350.00,,1026249.20
XXXX-XXXX-9876,2022-07-15,2022-07-15,POS DR/IOCL FUEL PUMP/DELHI,POS781098,IOCL,5541,Transport,POS,1200.00,,1025049.20
XXXX-XXXX-9876,2022-07-28,2022-07-28,POS DR/HPCL FUEL PUMP/DELHI,POS679437,HPCL,5541,Transport,POS,2200.00,,1022849.20
XXXX-XXXX-9876,2022-07-17,2022-07-17,POS DR/SWIGGY/FOOD ORDER,POS547274,Swiggy,5814,Dining,POS,480.00,,1022369.20
XXXX-XXXX-9876,2022-07-24,2022-07-24,POS DR/SWIGGY/FOOD ORDER,POS175670,Swiggy,5814,Dining,POS,350.00,,1022019.20
XXXX-XXXX-9876,2022-07-18,2022-07-18,UPI CR/***@oksbi/Refund,UPI377758,,,Refund,UPI,,1000.00,1023019.20
XXXX-XXXX-9876,2022-07-10,2022-07-10,SI POS/NETFLIX.COM/Subscriptions,SI37307,,,Subscriptions,SI,649.00,,1022370.20
XXXX-XXXX-9876,2022-07-11,2022-07-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI201106,,,Telecom,UPI,399.00,,1021971.20
XXXX-XXXX-9876,2022-07-27,2022-07-27,INT CR/SB INTEREST,INT68584,,,Interest,AUTO,,45.75,1022016.95
XXXX-XXXX-9876,2022-08-01,2022-08-01,NEFT CR/Salary CREDIT/AUG 2022,NEFT2208S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1106381.75
XXXX-XXXX-9876,2022-08-03,2022-08-03,IMPS DR/RENT/HOME OWNER,IMPS281604,,,Housing,IMPS,23000.00,,1083381.75
XXXX-XXXX-9876,2022-08-07,2022-08-07,ELECTRICITY BILL/NDPL/ONLINE,EB40696,,,Utilities,NET,1750.00,,1081631.75
XXXX-XXXX-9876,2022-08-08,2022-08-08,WATER BILL/DJB/ONLINE,WB64636,,,Utilities,NET,520.00,,1081111.75
XXXX-XXXX-9876,2022-08-14,2022-08-14,CC Payment HDFC Regalia XXXX-4321,NACH884310,,,Debt Payment,NACH,13000.00,,1068111.75
XXXX-XXXX-9876,2022-08-21,2022-08-21,POS DR/BIGBASKET/DELHI,POS988130,BigBasket,5411,Groceries,POS,1890.00,,1066221.75
XXXX-XXXX-9876,2022-08-28,2022-08-28,POS DR/BIGBASKET/DELHI,POS917627,BigBasket,5411,Groceries,POS,1100.00,,1065121.75
XXXX-XXXX-9876,2022-08-15,2022-08-15,POS DR/IOCL FUEL PUMP/DELHI,POS392968,IOCL,5541,Transport,POS,1800.00,,1063321.75
XXXX-XXXX-9876,2022-08-28,2022-08-28,POS DR/BPCL FUEL PUMP/DELHI,POS491088,BPCL,5541,Transport,POS,1800.00,,1061521.75
XXXX-XXXX-9876,2022-08-13,2022-08-13,POS DR/SWIGGY/FOOD ORDER,POS308865,Swiggy,5814,Dining,POS,620.00,,1060901.75
XXXX-XXXX-9876,2022-08-31,2022-08-31,POS DR/SWIGGY/FOOD ORDER,POS359448,Swiggy,5814,Dining,POS,750.00,,1060151.75
XXXX-XXXX-9876,2022-08-18,2022-08-18,UPI CR/***@oksbi/Refund,UPI294758,,,Refund,UPI,,1500.00,1061651.75
XXXX-XXXX-9876,2022-08-10,2022-08-10,SI POS/NETFLIX.COM/Subscriptions,SI40867,,,Subscriptions,SI,649.00,,1061002.75
XXXX-XXXX-9876,2022-08-11,2022-08-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI260769,,,Telecom,UPI,399.00,,1060603.75
XXXX-XXXX-9876,2022-08-25,2022-08-25,UPI DR/OLA CABS/***@okicici,UPI297394,Ola,4121,Transport,UPI,540.00,,1060063.75
XXXX-XXXX-9876,2022-08-27,2022-08-27,INT CR/SB INTEREST,INT61913,,,Interest,AUTO,,45.75,1060109.50
XXXX-XXXX-9876,2022-09-01,2022-09-01,NEFT CR/Salary CREDIT/SEP 2022,NEFT2209S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1144474.30
XXXX-XXXX-9876,2022-09-03,2022-09-03,IMPS DR/RENT/HOME OWNER,IMPS363878,,,Housing,IMPS,23000.00,,1121474.30
XXXX-XXXX-9876,2022-09-07,2022-09-07,ELECTRICITY BILL/NDPL/ONLINE,EB42237,,,Utilities,NET,1750.00,,1119724.30
XXXX-XXXX-9876,2022-09-08,2022-09-08,WATER BILL/DJB/ONLINE,WB95149,,,Utilities,NET,350.00,,1119374.30
XXXX-XXXX-9876,2022-09-14,2022-09-14,CC Payment HDFC Regalia XXXX-4321,NACH138821,,,Debt Payment,NACH,17000.00,,1102374.30
XXXX-XXXX-9876,2022-09-04,2022-09-04,POS DR/BIGBASKET/DELHI,POS104710,BigBasket,5411,Groceries,POS,1100.00,,1101274.30
XXXX-XXXX-9876,2022-09-11,2022-09-11,POS DR/BIGBASKET/DELHI,POS958891,BigBasket,5411,Groceries,POS,1725.00,,1099549.30
XXXX-XXXX-9876,2022-09-18,2022-09-18,POS DR/BIGBASKET/DELHI,POS981387,BigBasket,5411,Groceries,POS,1350.00,,1098199.30
XXXX-XXXX-9876,2022-09-25,2022-09-25,POS DR/BIGBASKET/DELHI,POS492037,BigBasket,5411,Groceries,POS,1725.00,,1096474.30
XXXX-XXXX-9876,2022-09-15,2022-09-15,POS DR/HPCL FUEL PUMP/DELHI,POS344205,HPCL,5541,Transport,POS,1800.00,,1094674.30
XXXX-XXXX-9876,2022-09-28,2022-09-28,POS DR/HPCL FUEL PUMP/DELHI,POS298781,HPCL,5541,Transport,POS,1200.00,,1093474.30
XXXX-XXXX-9876,2022-09-25,2022-09-25,POS DR/SWIGGY/FOOD ORDER,POS178765,Swiggy,5814,Dining,POS,480.00,,1092994.30
XXXX-XXXX-9876,2022-09-26,2022-09-26,POS DR/SWIGGY/FOOD ORDER,POS637572,Swiggy,5814,Dining,POS,620.00,,1092374.30
XXXX-XXXX-9876,2022-09-18,2022-09-18,UPI CR/***@oksbi/Refund,UPI286393,,,Refund,UPI,,2500.00,1094874.30
XXXX-XXXX-9876,2022-09-10,2022-09-10,SI POS/NETFLIX.COM/Subscriptions,SI89041,,,Subscriptions,SI,649.00,,1094225.30
XXXX-XXXX-9876,2022-09-11,2022-09-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI372575,,,Telecom,UPI,399.00,,1093826.30
XXXX-XXXX-9876,2022-09-27,2022-09-27,INT CR/SB INTEREST,INT10830,,,Interest,AUTO,,45.75,1093872.05
XXXX-XXXX-9876,2022-10-01,2022-10-01,NEFT CR/Salary CREDIT/OCT 2022,NEFT2210S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1178236.85
XXXX-XXXX-9876,2022-10-03,2022-10-03,IMPS DR/RENT/HOME OWNER,IMPS210918,,,Housing,IMPS,23000.00,,1155236.85
XXXX-XXXX-9876,2022-10-07,2022-10-07,ELECTRICITY BILL/NDPL/ONLINE,EB93552,,,Utilities,NET,1850.00,,1153386.85
XXXX-XXXX-9876,2022-10-08,2022-10-08,WATER BILL/DJB/ONLINE,WB38527,,,Utilities,NET,350.00,,1153036.85
XXXX-XXXX-9876,2022-10-14,2022-10-14,CC Payment HDFC Regalia XXXX-4321,NACH456533,,,Debt Payment,NACH,15000.00,,1138036.85
XXXX-XXXX-9876,2022-10-02,2022-10-02,POS DR/BIGBASKET/DELHI,POS146311,BigBasket,5411,Groceries,POS,1350.00,,1136686.85
XXXX-XXXX-9876,2022-10-09,2022-10-09,POS DR/BIGBASKET/DELHI,POS367296,BigBasket,5411,Groceries,POS,1350.00,,1135336.85
XXXX-XXXX-9876,2022-10-16,2022-10-16,POS DR/BIGBASKET/DELHI,POS728540,BigBasket,5411,Groceries,POS,1100.00,,1134236.85
XXXX-XXXX-9876,2022-10-23,2022-10-23,POS DR/BIGBASKET/DELHI,POS954320,BigBasket,5411,Groceries,POS,1350.00,,1132886.85
XXXX-XXXX-9876,2022-10-30,2022-10-30,POS DR/BIGBASKET/DELHI,POS958608,BigBasket,5411,Groceries,POS,1100.00,,1131786.85
XXXX-XXXX-9876,2022-10-15,2022-10-15,POS DR/IOCL FUEL PUMP/DELHI,POS811269,IOCL,5541,Transport,POS,2200.00,,1129586.85
XXXX-XXXX-9876,2022-10-28,2022-10-28,POS DR/IOCL FUEL PUMP/DELHI,POS751180,IOCL,5541,Transport,POS,1500.00,,1128086.85
XXXX-XXXX-9876,2022-10-05,2022-10-05,POS DR/SWIGGY/FOOD ORDER,POS132995,Swiggy,5814,Dining,POS,480.00,,1127606.85
XXXX-XXXX-9876,2022-10-16,2022-10-16,POS DR/SWIGGY/FOOD ORDER,POS674666,Swiggy,5814,Dining,POS,750.00,,1126856.85
XXXX-XXXX-9876,2022-10-18,2022-10-18,UPI CR/***@oksbi/Refund,UPI606993,,,Refund,UPI,,1000.00,1127856.85
XXXX-XXXX-9876,2022-10-10,2022-10-10,SI POS/NETFLIX.COM/Subscriptions,SI63499,,,Subscriptions,SI,649.00,,1127207.85
XXXX-XXXX-9876,2022-10-11,2022-10-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI206312,,,Telecom,UPI,399.00,,1126808.85
XXXX-XXXX-9876,2022-10-27,2022-10-27,INT CR/SB INTEREST,INT30257,,,Interest,AUTO,,45.75,1126854.60
XXXX-XXXX-9876,2022-11-01,2022-11-01,NEFT CR/Salary CREDIT/NOV 2022,NEFT2211S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1214593.99
XXXX-XXXX-9876,2022-11-03,2022-11-03,IMPS DR/RENT/HOME OWNER,IMPS770230,,,Housing,IMPS,23000.00,,1191593.99
XXXX-XXXX-9876,2022-11-07,2022-11-07,ELECTRICITY BILL/NDPL/ONLINE,EB79992,,,Utilities,NET,1600.00,,1189993.99
XXXX-XXXX-9876,2022-11-08,2022-11-08,WATER BILL/DJB/ONLINE,WB95597,,,Utilities,NET,420.00,,1189573.99
XXXX-XXXX-9876,2022-11-14,2022-11-14,CC Payment HDFC Regalia XXXX-4321,NACH829185,,,Debt Payment,NACH,17000.00,,1172573.99
XXXX-XXXX-9876,2022-11-06,2022-11-06,POS DR/BIGBASKET/DELHI,POS529694,BigBasket,5411,Groceries,POS,1580.00,,1170993.99
XXXX-XXXX-9876,2022-11-13,2022-11-13,POS DR/BIGBASKET/DELHI,POS800250,BigBasket,5411,Groceries,POS,1580.00,,1169413.99
XXXX-XXXX-9876,2022-11-20,2022-11-20,POS DR/BIGBASKET/DELHI,POS538142,BigBasket,5411,Groceries,POS,1580.00,,1167833.99
XXXX-XXXX-9876,2022-11-27,2022-11-27,POS DR/BIGBASKET/DELHI,POS427535,BigBasket,5411,Groceries,POS,1100.00,,1166733.99
XXXX-XXXX-9876,2022-11-15,2022-11-15,POS DR/BPCL FUEL PUMP/DELHI,POS534194,BPCL,5541,Transport,POS,1800.00,,1164933.99
XXXX-XXXX-9876,2022-11-28,2022-11-28,POS DR/IOCL FUEL PUMP/DELHI,POS903904,IOCL,5541,Transport,POS,1200.00,,1163733.99
XXXX-XXXX-9876,2022-11-18,2022-11-18,POS DR/SWIGGY/FOOD ORDER,POS509711,Swiggy,5814,Dining,POS,480.00,,1163253.99
XXXX-XXXX-9876,2022-11-27,2022-11-27,POS DR/SWIGGY/FOOD ORDER,POS313560,Swiggy,5814,Dining,POS,750.00,,1162503.99
XXXX-XXXX-9876,2022-11-18,2022-11-18,UPI CR/***@oksbi/Refund,UPI106162,,,Refund,UPI,,2500.00,1165003.99
XXXX-XXXX-9876,2022-11-10,2022-11-10,SI POS/NETFLIX.COM/Subscriptions,SI30521,,,Subscriptions,SI,649.00,,1164354.99
XXXX-XXXX-9876,2022-11-11,2022-11-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI544339,,,Telecom,UPI,399.00,,1163955.99
XXXX-XXXX-9876,2022-11-25,2022-11-25,POS DR/INDIGO AIRLINES/TICKET,POS705862,IndiGo,4511,Travel,POS,8200.00,,1155755.99
XXXX-XXXX-9876,2022-11-27,2022-11-27,INT CR/SB INTEREST,INT70411,,,Interest,AUTO,,45.75,1155801.74
XXXX-XXXX-9876,2022-12-01,2022-12-01,NEFT CR/Salary CREDIT/DEC 2022,NEFT2212S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1243541.13
XXXX-XXXX-9876,2022-12-03,2022-12-03,IMPS DR/RENT/HOME OWNER,IMPS910606,,,Housing,IMPS,23000.00,,1220541.13
XXXX-XXXX-9876,2022-12-07,2022-12-07,ELECTRICITY BILL/NDPL/ONLINE,EB31305,,,Utilities,NET,1750.00,,1218791.13
XXXX-XXXX-9876,2022-12-08,2022-12-08,WATER BILL/DJB/ONLINE,WB11944,,,Utilities,NET,350.00,,1218441.13
XXXX-XXXX-9876,2022-12-14,2022-12-14,CC Payment HDFC Regalia XXXX-4321,NACH771787,,,Debt Payment,NACH,13000.00,,1205441.13
XXXX-XXXX-9876,2022-12-04,2022-12-04,POS DR/BIGBASKET/DELHI,POS193355,BigBasket,5411,Groceries,POS,1725.00,,1203716.13
XXXX-XXXX-9876,2022-12-11,2022-12-11,POS DR/BIGBASKET/DELHI,POS752418,BigBasket,5411,Groceries,POS,1890.00,,1201826.13
XXXX-XXXX-9876,2022-12-18,2022-12-18,POS DR/BIGBASKET/DELHI,POS873061,BigBasket,5411,Groceries,POS,1580.00,,1200246.13
XXXX-XXXX-9876,2022-12-25,2022-12-25,POS DR/BIGBASKET/DELHI,POS280025,BigBasket,5411,Groceries,POS,1890.00,,1198356.13
XXXX-XXXX-9876,2022-12-15,2022-12-15,POS DR/HPCL FUEL PUMP/DELHI,POS397056,HPCL,5541,Transport,POS,1800.00,,1196556.13
XXXX-XXXX-9876,2022-12-28,2022-12-28,POS DR/HPCL FUEL PUMP/DELHI,POS170356,HPCL,5541,Transport,POS,1500.00,,1195056.13
XXXX-XXXX-9876,2022-12-06,2022-12-06,POS DR/SWIGGY/FOOD ORDER,POS890160,Swiggy,5814,Dining,POS,750.00,,1194306.13
XXXX-XXXX-9876,2022-12-19,2022-12-19,POS DR/SWIGGY/FOOD ORDER,POS416266,Swiggy,5814,Dining,POS,480.00,,1193826.13
XXXX-XXXX-9876,2022-12-18,2022-12-18,UPI CR/***@oksbi/Refund,UPI232802,,,Refund,UPI,,1000.00,1194826.13
XXXX-XXXX-9876,2022-12-10,2022-12-10,SI POS/NETFLIX.COM/Subscriptions,SI73273,,,Subscriptions,SI,649.00,,1194177.13
XXXX-XXXX-9876,2022-12-11,2022-12-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI429804,,,Telecom,UPI,399.00,,1193778.13
XXXX-XXXX-9876,2022-12-25,2022-12-25,UPI DR/OLA CABS/***@okicici,UPI506737,Ola,4121,Transport,UPI,540.00,,1193238.13
XXXX-XXXX-9876,2022-12-27,2022-12-27,BANK CHARGES/CONSOLIDATED,BNK91309,,,Bank Charges,NET,29.50,,1193208.63
XXXX-XXXX-9876,2023-01-01,2023-01-01,NEFT CR/Salary CREDIT/JAN 2023,NEFT2301S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1280948.02
XXXX-XXXX-9876,2023-01-03,2023-01-03,IMPS DR/RENT/HOME OWNER,IMPS821647,,,Housing,IMPS,23000.00,,1257948.02
XXXX-XXXX-9876,2023-01-07,2023-01-07,ELECTRICITY BILL/NDPL/ONLINE,EB31007,,,Utilities,NET,1750.00,,1256198.02
XXXX-XXXX-9876,2023-01-08,2023-01-08,WATER BILL/DJB/ONLINE,WB91402,,,Utilities,NET,520.00,,1255678.02
XXXX-XXXX-9876,2023-01-14,2023-01-14,CC Payment HDFC Regalia XXXX-4321,NACH969466,,,Debt Payment,NACH,13000.00,,1242678.02
XXXX-XXXX-9876,2023-01-15,2023-01-15,POS DR/BIGBASKET/DELHI,POS291853,BigBasket,5411,Groceries,POS,1725.00,,1240953.02
XXXX-XXXX-9876,2023-01-22,2023-01-22,POS DR/BIGBASKET/DELHI,POS328733,BigBasket,5411,Groceries,POS,1890.00,,1239063.02
XXXX-XXXX-9876,2023-01-29,2023-01-29,POS DR/BIGBASKET/DELHI,POS519163,BigBasket,5411,Groceries,POS,1100.00,,1237963.02
XXXX-XXXX-9876,2023-01-15,2023-01-15,POS DR/BPCL FUEL PUMP/DELHI,POS502208,BPCL,5541,Transport,POS,1500.00,,1236463.02
XXXX-XXXX-9876,2023-01-28,2023-01-28,POS DR/IOCL FUEL PUMP/DELHI,POS256727,IOCL,5541,Transport,POS,1200.00,,1235263.02
XXXX-XXXX-9876,2023-01-12,2023-01-12,POS DR/SWIGGY/FOOD ORDER,POS143095,Swiggy,5814,Dining,POS,480.00,,1234783.02
XXXX-XXXX-9876,2023-01-31,2023-01-31,POS DR/SWIGGY/FOOD ORDER,POS983409,Swiggy,5814,Dining,POS,890.00,,1233893.02
XXXX-XXXX-9876,2023-01-18,2023-01-18,UPI CR/***@oksbi/Refund,UPI894255,,,Refund,UPI,,1000.00,1234893.02
XXXX-XXXX-9876,2023-01-10,2023-01-10,SI POS/NETFLIX.COM/Subscriptions,SI97542,,,Subscriptions,SI,649.00,,1234244.02
XXXX-XXXX-9876,2023-01-11,2023-01-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI978920,,,Telecom,UPI,399.00,,1233845.02
XXXX-XXXX-9876,2023-01-25,2023-01-25,POS DR/INDIGO AIRLINES/TICKET,POS577871,IndiGo,4511,Travel,POS,8200.00,,1225645.02
XXXX-XXXX-9876,2023-01-27,2023-01-27,INT CR/SB INTEREST,INT92187,,,Interest,AUTO,,45.75,1225690.77
XXXX-XXXX-9876,2023-02-01,2023-02-01,NEFT CR/Salary CREDIT/FEB 2023,NEFT2302S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1313430.16
XXXX-XXXX-9876,2023-02-03,2023-02-03,IMPS DR/RENT/HOME OWNER,IMPS915882,,,Housing,IMPS,23000.00,,1290430.16
XXXX-XXXX-9876,2023-02-07,2023-02-07,ELECTRICITY BILL/NDPL/ONLINE,EB50136,,,Utilities,NET,1950.00,,1288480.16
XXXX-XXXX-9876,2023-02-08,2023-02-08,WATER BILL/DJB/ONLINE,WB50397,,,Utilities,NET,420.00,,1288060.16
XXXX-XXXX-9876,2023-02-14,2023-02-14,CC Payment HDFC Regalia XXXX-4321,NACH508118,,,Debt Payment,NACH,17000.00,,1271060.16
XXXX-XXXX-9876,2023-02-05,2023-02-05,POS DR/BIGBASKET/DELHI,POS568492,BigBasket,5411,Groceries,POS,1580.00,,1269480.16
XXXX-XXXX-9876,2023-02-12,2023-02-12,POS DR/BIGBASKET/DELHI,POS559646,BigBasket,5411,Groceries,POS,1890.00,,1267590.16
XXXX-XXXX-9876,2023-02-19,2023-02-19,POS DR/BIGBASKET/DELHI,POS124510,BigBasket,5411,Groceries,POS,1350.00,,1266240.16
XXXX-XXXX-9876,2023-02-26,2023-02-26,POS DR/BIGBASKET/DELHI,POS748955,BigBasket,5411,Groceries,POS,1100.00,,1265140.16
XXXX-XXXX-9876,2023-02-15,2023-02-15,POS DR/IOCL FUEL PUMP/DELHI,POS346678,IOCL,5541,Transport,POS,2200.00,,1262940.16
XXXX-XXXX-9876,2023-02-28,2023-02-28,POS DR/IOCL FUEL PUMP/DELHI,POS977181,IOCL,5541,Transport,POS,2200.00,,1260740.16
XXXX-XXXX-9876,2023-02-10,2023-02-10,POS DR/SWIGGY/FOOD ORDER,POS212277,Swiggy,5814,Dining,POS,750.00,,1259990.16
XXXX-XXXX-9876,2023-02-22,2023-02-22,POS DR/SWIGGY/FOOD ORDER,POS234695,Swiggy,5814,Dining,POS,350.00,,1259640.16
XXXX-XXXX-9876,2023-02-18,2023-02-18,UPI CR/***@oksbi/Refund,UPI475993,,,Refund,UPI,,2500.00,1262140.16
XXXX-XXXX-9876,2023-02-10,2023-02-10,SI POS/NETFLIX.COM/Subscriptions,SI57884,,,Subscriptions,SI,649.00,,1261491.16
XXXX-XXXX-9876,2023-02-11,2023-02-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI196168,,,Telecom,UPI,399.00,,1261092.16
XXXX-XXXX-9876,2023-02-27,2023-02-27,INT CR/SB INTEREST,INT96126,,,Interest,AUTO,,45.75,1261137.91
XXXX-XXXX-9876,2023-03-01,2023-03-01,NEFT CR/Salary CREDIT/MAR 2023,NEFT2303S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1348877.30
XXXX-XXXX-9876,2023-03-03,2023-03-03,IMPS DR/RENT/HOME OWNER,IMPS142747,,,Housing,IMPS,23000.00,,1325877.30
XXXX-XXXX-9876,2023-03-07,2023-03-07,ELECTRICITY BILL/NDPL/ONLINE,EB15328,,,Utilities,NET,1750.00,,1324127.30
XXXX-XXXX-9876,2023-03-08,2023-03-08,WATER BILL/DJB/ONLINE,WB20779,,,Utilities,NET,480.00,,1323647.30
XXXX-XXXX-9876,2023-03-14,2023-03-14,CC Payment HDFC Regalia XXXX-4321,NACH156900,,,Debt Payment,NACH,11000.00,,1312647.30
XXXX-XXXX-9876,2023-03-05,2023-03-05,POS DR/BIGBASKET/DELHI,POS496217,BigBasket,5411,Groceries,POS,1890.00,,1310757.30
XXXX-XXXX-9876,2023-03-12,2023-03-12,POS DR/BIGBASKET/DELHI,POS127112,BigBasket,5411,Groceries,POS,1350.00,,1309407.30
XXXX-XXXX-9876,2023-03-19,2023-03-19,POS DR/BIGBASKET/DELHI,POS743955,BigBasket,5411,Groceries,POS,1100.00,,1308307.30
XXXX-XXXX-9876,2023-03-26,2023-03-26,POS DR/BIGBASKET/DELHI,POS303116,BigBasket,5411,Groceries,POS,1100.00,,1307207.30
XXXX-XXXX-9876,2023-03-15,2023-03-15,POS DR/HPCL FUEL PUMP/DELHI,POS401865,HPCL,5541,Transport,POS,2200.00,,1305007.30
XXXX-XXXX-9876,2023-03-28,2023-03-28,POS DR/HPCL FUEL PUMP/DELHI,POS168698,HPCL,5541,Transport,POS,1500.00,,1303507.30
XXXX-XXXX-9876,2023-03-18,2023-03-18,POS DR/SWIGGY/FOOD ORDER,POS266479,Swiggy,5814,Dining,POS,620.00,,1302887.30
XXXX-XXXX-9876,2023-03-26,2023-03-26,POS DR/SWIGGY/FOOD ORDER,POS743334,Swiggy,5814,Dining,POS,620.00,,1302267.30
XXXX-XXXX-9876,2023-03-18,2023-03-18,UPI CR/***@oksbi/Refund,UPI388350,,,Refund,UPI,,2500.00,1304767.30
XXXX-XXXX-9876,2023-03-10,2023-03-10,SI POS/NETFLIX.COM/Subscriptions,SI28818,,,Subscriptions,SI,649.00,,1304118.30
XXXX-XXXX-9876,2023-03-11,2023-03-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI366507,,,Telecom,UPI,399.00,,1303719.30
XXXX-XXXX-9876,2023-03-27,2023-03-27,INT CR/SB INTEREST,INT37305,,,Interest,AUTO,,45.75,1303765.05
XXXX-XXXX-9876,2023-04-01,2023-04-01,NEFT CR/Salary CREDIT/APR 2023,NEFT2304S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1391504.44
XXXX-XXXX-9876,2023-04-03,2023-04-03,IMPS DR/RENT/HOME OWNER,IMPS720639,,,Housing,IMPS,23000.00,,1368504.44
XXXX-XXXX-9876,2023-04-07,2023-04-07,ELECTRICITY BILL/NDPL/ONLINE,EB44454,,,Utilities,NET,1750.00,,1366754.44
XXXX-XXXX-9876,2023-04-08,2023-04-08,WATER BILL/DJB/ONLINE,WB51822,,,Utilities,NET,480.00,,1366274.44
XXXX-XXXX-9876,2023-04-14,2023-04-14,CC Payment HDFC Regalia XXXX-4321,NACH308605,,,Debt Payment,NACH,11000.00,,1355274.44
XXXX-XXXX-9876,2023-04-02,2023-04-02,POS DR/BIGBASKET/DELHI,POS523064,BigBasket,5411,Groceries,POS,1350.00,,1353924.44
XXXX-XXXX-9876,2023-04-09,2023-04-09,POS DR/BIGBASKET/DELHI,POS767493,BigBasket,5411,Groceries,POS,1350.00,,1352574.44
XXXX-XXXX-9876,2023-04-16,2023-04-16,POS DR/BIGBASKET/DELHI,POS812696,BigBasket,5411,Groceries,POS,1580.00,,1350994.44
XXXX-XXXX-9876,2023-04-23,2023-04-23,POS DR/BIGBASKET/DELHI,POS495146,BigBasket,5411,Groceries,POS,1580.00,,1349414.44
XXXX-XXXX-9876,2023-04-30,2023-04-30,POS DR/BIGBASKET/DELHI,POS930602,BigBasket,5411,Groceries,POS,1350.00,,1348064.44
XXXX-XXXX-9876,2023-04-15,2023-04-15,POS DR/IOCL FUEL PUMP/DELHI,POS905585,IOCL,5541,Transport,POS,1200.00,,1346864.44
XXXX-XXXX-9876,2023-04-28,2023-04-28,POS DR/BPCL FUEL PUMP/DELHI,POS767228,BPCL,5541,Transport,POS,1200.00,,1345664.44
XXXX-XXXX-9876,2023-04-18,2023-04-18,POS DR/SWIGGY/FOOD ORDER,POS646782,Swiggy,5814,Dining,POS,890.00,,1344774.44
XXXX-XXXX-9876,2023-04-21,2023-04-21,POS DR/SWIGGY/FOOD ORDER,POS822184,Swiggy,5814,Dining,POS,890.00,,1343884.44
